Contribution Date,Birthdate,Residency Status,SPR Start Date,Employee Contribution Type,Employer Contribution Type,Ordinary Wages,Additional Wages,Employee CPF$,Employer CPF$,Total CPF$
2014-09-01,1956-06-19,citizen,,,,1534.35,0,199,162,361
2014-09-01,1950-03-18,citizen,,,,1331.95,0,99,94,193
2014-09-01,1990-04-21,citizen,,,,1588.5,0,317,255,572
2014-09-01,1953-05-13,citizen,,,,927.3,0,69,65,134
2014-09-01,1964-03-28,citizen,,,,1817.56,0,336,255,591
2014-09-01,1994-04-14,citizen,,,,1225,0,245,196,441
2014-09-01,1989-08-04,citizen,,,,662.68,0,97,107,204
2014-09-01,1994-06-02,citizen,,,,455.58,0,0,73,73
2014-09-01,1994-11-23,citizen,,,,1081.89,0,216,173,389
2014-09-01,1993-10-14,citizen,,,,1198.69,0,239,193,432
2014-09-01,1992-09-09,citizen,,,,609.63,0,65,98,163
2014-09-01,1958-05-09,citizen,,,,985.81,0,128,104,232
2014-09-01,1957-01-07,citizen,,,,22.68,0,0,0,0
2014-09-01,1963-02-09,citizen,,,,525,0,13,74,87
2014-09-01,1958-07-18,citizen,,,,1409.1,0,183,148,331
2014-09-01,1955-12-05,citizen,,,,951,0,123,100,223
2014-09-01,1972-09-05,citizen,,,,283.5,0,0,45,45
2014-09-01,1994-07-01,citizen,,,,387,0,0,62,62
2014-09-01,1990-05-21,citizen,,,,552.5,0,31,89,120
2014-09-01,1990-03-14,citizen,,,,552.5,0,31,89,120
2014-09-01,1991-12-25,citizen,,,,427,0,0,68,68
2014-09-01,1990-08-14,citizen,,,,601,0,60,97,157
2014-09-01,1989-06-01,citizen,,,,749,0,149,120,269
2014-09-01,1990-04-04,citizen,,,,98,0,0,16,16
2014-09-01,1991-05-03,citizen,,,,300,0,0,48,48
2014-09-01,1992-09-02,citizen,,,,531,0,18,86,104
2014-09-01,1990-10-24,citizen,,,,2242.5,0,448,359,807
2014-09-01,1992-11-21,citizen,,,,72,0,0,12,12
2014-09-01,1991-07-17,citizen,,,,1327.5,0,265,213,478
2014-09-01,1993-06-14,citizen,,,,1518.75,0,303,244,547
2014-09-01,1994-02-17,citizen,,,,76.5,0,0,12,12
2014-09-01,1991-08-10,citizen,,,,2372.5,0,474,380,854
2014-09-01,1992-09-06,citizen,,,,1500.75,0,300,240,540
2014-09-01,1976-02-28,citizen,,,,2307.5,0,461,370,831
2014-09-01,1987-04-05,citizen,,,,2915.25,0,583,466,1049
2014-09-01,1993-12-12,citizen,,,,1766.25,0,353,283,636
2014-09-01,1991-09-11,citizen,,,,1287,0,257,206,463
2014-09-01,1976-08-03,citizen,,,,1638,0,327,263,590
2014-09-01,1986-08-11,citizen,,,,994.5,0,198,160,358
2014-09-01,1992-12-24,citizen,,,,1570.5,0,314,251,565
2014-09-01,1987-02-09,citizen,,,,812.25,0,162,130,292
2014-09-01,1981-07-16,citizen,,,,760.5,0,152,122,274
2014-09-01,1991-03-28,citizen,,,,1334.25,0,266,214,480
2014-09-01,1987-07-22,citizen,,,,1865.5,0,373,299,672
2014-09-01,1992-09-23,citizen,,,,1246.5,0,249,200,449
2014-09-01,1986-09-05,citizen,,,,1864.13,0,372,299,671
2014-09-01,1988-06-21,citizen,,,,806,0,161,129,290
2014-09-01,1970-08-27,citizen,,,,1295,0,259,207,466
2014-09-01,1986-02-09,citizen,,,,968.71,66.35,207,166,373
2014-09-01,1952-12-24,citizen,,,,1006.67,68.95,80,76,156
2014-09-01,1988-03-06,citizen,,,,1400,0,280,224,504
2014-09-01,1990-08-13,citizen,,,,1300.5,0,260,208,468
2014-09-01,1986-12-23,citizen,,,,1263.46,0,252,203,455
2014-09-01,1971-11-30,citizen,,,,896,0,179,144,323
2014-09-01,1990-07-12,citizen,,,,0,458.64,0,73,73
2014-09-01,1989-02-19,citizen,,,,1845,0,369,295,664
2014-09-01,1956-09-09,citizen,,,,1303.16,0,169,137,306
2014-09-01,1988-03-05,citizen,,,,1511.1,103.5,322,259,581
2014-09-01,1959-04-04,citizen,,,,1337.36,91.6,185,151,336
2014-09-01,1990-06-10,citizen,,,,2367.63,0,473,379,852
2014-09-01,1948-02-21,citizen,,,,531.44,0,4,35,39
2014-09-01,1984-05-05,citizen,,,,1358.41,0,271,218,489
2014-09-01,1989-05-30,citizen,,,,1209.62,0,241,194,435
2014-09-01,1991-12-11,citizen,,,,1296.75,0,259,208,467
2014-09-01,1954-04-29,citizen,,,,1774.63,121.55,142,133,275
2014-09-01,1979-07-08,citizen,,,,1450,0,290,232,522
2014-09-01,1958-06-22,citizen,,,,1649.8,113,229,185,414
2014-09-01,1983-10-25,citizen,,,,2350,0,470,376,846
2014-09-01,1961-12-17,citizen,,,,818.18,0,151,115,266
2014-09-01,1950-09-05,citizen,,,,1418.39,97.15,113,107,220
2014-09-01,1954-07-13,citizen,,,,1081.5,0,81,76,157
2014-09-01,1968-09-13,citizen,,,,1774.63,121.55,379,304,683
2014-09-01,1994-10-09,citizen,,,,105,0,0,17,17
2014-09-01,1995-12-12,citizen,,,,1107.75,0,221,178,399
2014-09-01,1989-07-21,citizen,,,,1418.18,0,283,228,511
2014-09-01,1974-09-30,permanent_resident,2010-01-01,,,1700,0,340,272,612
2014-09-01,1963-02-28,citizen,,,,1285.91,0,237,181,418
2014-09-01,1975-04-03,citizen,,,,1465,0,293,234,527
2014-09-01,1978-11-25,citizen,,,,1650,0,330,264,594
2014-09-01,1969-04-09,citizen,,,,1675,0,335,268,603
2014-09-01,1986-12-29,citizen,,,,1350,0,270,216,486
2014-09-01,1947-06-30,citizen,,,,2000,0,100,130,230
2014-09-01,1952-11-20,citizen,,,,1318.18,0,98,93,191
2014-09-01,1963-11-24,citizen,,,,2450,0,453,343,796
2014-09-01,1988-10-08,citizen,,,,1650,0,330,264,594
2014-09-01,1993-07-13,citizen,,,,1020,0,204,163,367
2014-09-01,1989-12-27,citizen,,,,2200,0,440,352,792
2014-09-01,1992-06-08,citizen,,,,1600,0,320,256,576
2014-09-01,1952-10-30,citizen,,,,1300,0,97,92,189
2014-09-01,1973-12-13,citizen,,,,1026.38,70.3,219,176,395
2014-09-01,1961-05-28,citizen,,,,1058.36,0,195,149,344
2014-09-01,1955-10-28,citizen,,,,531.44,0,12,56,68
2014-09-01,1956-03-28,citizen,,,,1563.64,0,203,164,367
2014-09-01,1972-06-12,citizen,,,,1400,0,280,224,504
2014-09-01,1977-12-27,citizen,,,,1368.18,0,273,220,493
2014-09-01,1959-02-27,citizen,,,,1204.52,0,156,127,283
2014-09-01,1959-03-12,citizen,,,,1750,0,227,184,411
2014-09-01,1968-07-05,citizen,,,,2020,0,404,323,727
2014-09-01,1965-04-11,citizen,,,,2020,0,404,323,727
2014-09-01,1953-08-29,citizen,,,,1300,0,97,92,189
2014-09-01,1994-10-20,citizen,,,,112.5,0,0,18,18
2014-09-01,1988-11-26,citizen,,,,2240.8,0,448,359,807
2014-09-01,1963-08-22,citizen,,,,1600,0,296,224,520
2014-09-01,1988-01-31,citizen,,,,1300,0,260,208,468
2014-09-01,1957-09-24,citizen,,,,1300,0,169,137,306
2014-09-01,1991-08-05,citizen,,,,1300,0,260,208,468
2014-09-01,1988-10-14,citizen,,,,774.53,0,154,125,279
2014-09-01,1990-06-05,citizen,,,,1700,0,340,272,612
2014-09-01,1994-11-17,citizen,,,,0,422.73,0,68,68
2014-09-01,1968-10-05,citizen,,,,427,0,0,68,68
2014-09-01,1966-11-24,citizen,,,,1209.62,0,241,194,435
2014-09-01,1986-07-21,citizen,,,,1200,0,240,192,432
2014-09-01,1990-02-28,citizen,,,,0,509.67,5,82,87
2014-09-01,1980-10-11,citizen,,,,0,168.21,0,27,27
2014-09-01,1993-03-06,citizen,,,,103.13,0,0,17,17
2014-09-01,1991-04-14,citizen,,,,376.92,0,0,60,60
2014-09-01,1953-12-27,citizen,,,,1300,0,97,92,189
2014-09-01,1992-09-10,citizen,,,,1150.77,0,230,184,414
2014-09-01,1993-09-27,citizen,,,,1177.17,0,235,189,424
2014-09-01,1994-11-15,citizen,,,,1600,0,320,256,576
2014-09-01,1976-02-29,citizen,,,,0,153.09,0,24,24
2014-09-01,1972-09-05,citizen,,,,1700,0,340,272,612
2014-09-01,1957-11-28,citizen,,,,1300,0,169,137,306
2014-09-01,1953-08-25,citizen,,,,1300,0,97,92,189
2014-09-01,1994-09-07,citizen,,,,63,0,0,10,10
2014-09-01,1976-07-04,citizen,,,,1350,0,270,216,486
2014-09-01,1993-09-25,citizen,,,,484.62,0,0,78,78
2014-09-01,1994-05-21,citizen,,,,1420,0,284,227,511
2014-09-01,1986-11-10,citizen,,,,53.85,0,0,9,9
2014-09-01,1991-11-14,citizen,,,,2200,0,440,352,792
2014-09-01,1986-07-08,citizen,,,,1083.33,0,216,174,390
2014-09-01,1966-02-16,citizen,,,,1300,0,260,208,468
2014-09-01,1983-05-20,citizen,,,,2200,0,440,352,792
2014-09-01,1994-02-01,citizen,,,,1304.55,0,260,210,470
2014-09-01,1994-11-29,citizen,,,,1400,0,280,224,504
2014-09-01,1991-10-09,citizen,,,,1272.73,0,254,204,458
2014-09-01,1991-02-18,citizen,,,,1420,0,284,227,511
2014-09-01,1963-04-02,citizen,,,,1400,0,259,196,455
2014-09-01,1987-03-02,citizen,,,,1075,0,215,172,387
2014-09-01,1996-03-25,citizen,,,,725,0,135,116,251
2014-09-01,1961-04-03,citizen,,,,186.54,0,0,26,26
2014-09-01,1996-01-26,citizen,,,,161.54,0,0,26,26
2014-09-01,1959-07-06,citizen,,,,318.18,0,0,33,33
2014-09-01,1953-08-01,citizen,,,,531.82,0,7,37,44
2014-09-01,1993-07-11,citizen,,,,318.18,0,0,51,51
2014-09-01,1966-01-21,citizen,,,,1425,0,285,228,513
2014-09-01,1993-03-24,citizen,,,,455.77,0,0,73,73
2014-09-01,1993-09-02,citizen,,,,318.18,0,0,51,51
2014-09-01,1995-11-07,citizen,,,,1101.92,0,220,177,397
2014-09-01,1991-08-28,citizen,,,,318.18,0,0,51,51
2014-09-01,1958-05-22,citizen,,,,318.18,0,0,33,33
2014-09-01,1996-03-30,citizen,,,,1101.92,0,220,177,397
2014-09-01,1970-05-26,citizen,,,,318.18,0,0,51,51
2014-09-01,1973-08-07,citizen,,,,1182.69,0,236,190,426
2014-09-01,1959-05-21,citizen,,,,1236.54,0,160,131,291
2014-09-01,1965-06-09,citizen,,,,318.18,0,0,51,51
2014-09-01,1960-07-02,citizen,,,,1177.27,0,217,166,383
2014-09-01,1988-01-01,citizen,,,,318.18,0,0,51,51
2014-09-01,1977-02-15,citizen,,,,1425,0,285,228,513
2014-09-01,1995-11-30,citizen,,,,1101.92,0,220,177,397
2014-09-01,1996-08-16,citizen,,,,1021.15,0,204,164,368
2014-09-01,1984-03-14,citizen,,,,886.54,0,177,142,319
2014-09-01,1979-04-11,citizen,,,,318.18,0,0,51,51
2014-09-01,1973-02-26,citizen,,,,1371.15,0,274,220,494
2014-09-01,1987-09-01,citizen,,,,872.73,0,174,140,314
2014-09-01,1996-08-22,citizen,,,,886.54,0,177,142,319
2014-09-01,1993-02-25,citizen,,,,127.27,0,0,20,20
2014-09-01,1981-05-07,citizen,,,,1491.75,0,298,239,537
2014-09-01,1971-07-17,citizen,,,,1683,0,336,270,606
2014-09-01,1990-04-02,citizen,,,,847.65,0,169,136,305
2014-09-01,1990-12-01,citizen,,,,1634,0,326,262,588
2014-09-01,1989-01-31,citizen,,,,1672,0,334,268,602
2014-09-01,1984-06-27,citizen,,,,2431,0,486,389,875
2014-09-01,1992-10-27,citizen,,,,1683,0,336,270,606
2014-09-01,1988-05-24,citizen,,,,765,0,153,122,275
2014-09-01,1992-10-27,citizen,,,,1672,0,334,268,602
2014-09-01,1990-01-22,citizen,,,,1672,0,334,268,602
2014-09-01,1990-09-08,citizen,,,,1912.5,0,382,307,689
2014-09-01,1963-06-02,citizen,,,,1683,0,311,236,547
2014-09-01,1990-01-01,citizen,,,,1530,0,306,245,551
2014-09-01,1991-07-29,citizen,,,,2431,0,486,389,875
2014-09-01,1991-01-15,citizen,,,,2431,0,486,389,875
2014-09-01,1989-09-29,citizen,,,,612,0,67,98,165
2014-09-01,1992-11-05,citizen,,,,2431,0,486,389,875
2014-09-01,1974-09-24,citizen,,,,1683,0,336,270,606
2014-09-01,1990-05-03,citizen,,,,2301,0,460,368,828
2014-09-01,1993-03-03,citizen,,,,1683,0,336,270,606
2014-09-01,1988-07-09,citizen,,,,1683,0,336,270,606
2014-09-01,1948-10-31,citizen,,,,1309,0,65,86,151
2014-09-01,1962-01-18,citizen,,,,1300.5,0,240,183,423
2014-09-01,1988-11-09,citizen,,,,1267.5,0,253,203,456
2014-09-01,1986-07-18,citizen,,,,2431,0,486,389,875
2014-09-01,1975-11-17,citizen,,,,952,0,190,153,343
2014-09-01,1978-04-12,citizen,,,,1326,0,265,212,477
2014-09-01,1991-05-21,citizen,,,,765,0,153,122,275
2014-09-01,1992-02-01,citizen,,,,864,0,172,139,311
2014-09-01,1990-08-01,citizen,,,,1453.5,0,290,233,523
2014-09-01,1991-04-02,citizen,,,,2320.5,0,464,371,835
2014-09-01,1968-03-03,citizen,,,,1160.25,0,232,186,418
2014-09-01,1994-04-04,citizen,,,,1683,0,336,270,606
2014-09-01,1994-01-24,citizen,,,,1759.5,0,351,282,633
2014-09-01,1992-12-08,citizen,,,,1721.25,0,344,276,620
2014-09-01,1990-02-08,citizen,,,,1453.5,0,290,233,523
2014-09-01,1971-01-09,citizen,,,,1912.5,0,382,307,689
2014-09-01,1992-09-20,citizen,,,,1836,0,367,294,661
2014-09-01,1967-07-07,citizen,,,,119,0,0,19,19
2014-09-01,1987-12-30,citizen,,,,1530,0,306,245,551
2014-09-01,1986-10-08,citizen,,,,1326,0,265,212,477
2014-09-01,1992-03-18,citizen,,,,1215.5,0,243,195,438
2014-09-01,1959-11-09,citizen,,,,1011.5,0,187,142,329
2014-09-01,1984-11-03,citizen,,,,1300.5,0,260,208,468
2014-09-01,1993-11-08,citizen,,,,1147.5,0,229,184,413
2014-09-01,1989-07-10,citizen,,,,331.5,0,0,53,53
2014-09-01,1990-09-12,citizen,,,,1147.5,0,229,184,413
2014-09-01,1984-01-31,citizen,,,,1147.5,0,229,184,413
2014-09-01,1990-11-03,citizen,,,,1381.25,0,276,221,497
2014-09-01,1991-02-25,citizen,,,,1436.5,0,287,230,517
2014-09-01,1965-05-06,citizen,,,,654.5,0,92,105,197
2014-09-01,1994-03-26,citizen,,,,841.5,0,168,135,303
2014-09-01,1987-05-14,citizen,,,,1224,0,244,197,441
2014-09-01,1992-06-26,citizen,,,,1130.5,0,226,181,407
2014-09-01,1995-04-06,citizen,,,,420,0,0,67,67
2014-09-01,1947-10-22,citizen,,,,2431,0,121,159,280
2014-09-01,1948-10-30,citizen,,,,1530,0,76,100,176
2014-09-01,1988-01-20,citizen,,,,535.5,0,21,86,107
2014-09-01,1994-04-29,citizen,,,,535.5,0,21,86,107
2014-09-01,1994-04-27,citizen,,,,1071,0,214,172,386
2014-09-01,1956-07-08,citizen,,,,918,0,119,97,216
2014-09-01,1992-04-20,citizen,,,,1147.5,0,229,184,413
2014-09-01,1984-10-10,citizen,,,,376.25,0,0,60,60
2014-09-01,1990-07-19,citizen,,,,765,0,153,122,275
2014-09-01,1959-02-16,citizen,,,,654.5,0,60,69,129
2014-09-01,1991-01-02,citizen,,,,535.5,0,21,86,107
2014-09-01,1992-12-25,citizen,,,,1530,0,306,245,551
2014-09-01,1988-11-17,citizen,,,,1326,0,265,212,477
2014-09-01,1989-12-29,citizen,,,,1606.5,0,321,257,578
2014-09-01,1996-01-25,citizen,,,,416.5,0,0,67,67
2014-09-01,1982-03-26,citizen,,,,459,0,0,73,73
2014-09-01,1991-06-21,citizen,,,,552.5,0,31,89,120
2014-09-01,1983-04-19,citizen,,,,1224,0,244,197,441
2014-09-01,1989-01-01,citizen,,,,1326,0,265,212,477
2014-09-01,1994-05-13,citizen,,,,2522.89,0,504,404,908
2014-09-01,1992-08-03,citizen,,,,315,0,0,50,50
2014-09-01,1987-03-06,citizen,,,,2418,0,483,387,870
2014-09-01,1991-09-08,citizen,,,,1600,0,320,256,576
2014-09-01,1983-10-08,citizen,,,,1219.5,0,243,196,439
2014-09-01,1991-09-23,citizen,,,,1064,0,212,171,383
2014-09-01,1986-09-06,permanent_resident,2010-01-01,,,2029.45,0,405,326,731
2014-09-01,1989-10-21,citizen,,,,207.23,0,0,33,33
2014-09-01,1991-09-05,citizen,,,,1936.21,0,387,310,697
2014-09-01,1990-09-20,citizen,,,,917,0,183,147,330
2014-09-01,1992-02-01,citizen,,,,1387.5,0,277,223,500
2014-09-01,1990-04-30,citizen,,,,1592.85,0,318,255,573
2014-09-01,1967-03-15,citizen,,,,2255.15,0,451,361,812
2014-09-01,1983-12-19,citizen,,,,1397.3,0,279,224,503
2014-09-01,1950-08-28,citizen,,,,1256.01,0,94,88,182
2014-09-01,1984-02-11,citizen,,,,2255.15,0,451,361,812
2014-09-01,1989-03-08,citizen,,,,2310.01,0,462,370,832
2014-09-01,1990-02-26,citizen,,,,2255.15,0,451,361,812
2014-09-01,1989-07-06,citizen,,,,66.73,0,0,11,11
2014-09-01,1991-07-12,citizen,,,,1252.08,0,250,201,451
2014-09-01,1989-11-24,citizen,,,,1335.7,0,267,214,481
2014-09-01,1990-11-23,citizen,,,,2054.02,0,410,329,739
2014-09-01,1993-09-26,citizen,,,,1275,0,255,204,459
2014-09-01,1992-11-24,citizen,,,,1155.2,0,231,185,416
2014-09-01,1991-12-26,citizen,,,,61.37,0,0,10,10
2014-09-01,1994-03-24,citizen,,,,1444.74,0,288,232,520
2014-09-01,1990-06-13,citizen,,,,1950.4,0,390,312,702
2014-09-01,1991-06-17,citizen,,,,922.38,0,184,148,332
2014-09-01,1992-09-07,citizen,,,,1335.7,0,267,214,481
2014-09-01,1984-12-02,citizen,,,,1452.25,0,290,233,523
2014-09-01,1991-03-05,citizen,,,,1335.7,0,267,214,481
2014-09-01,1991-12-24,citizen,,,,1151.59,0,230,185,415
2014-09-01,1994-01-24,citizen,,,,2029.45,0,405,326,731
2014-09-01,1996-01-08,citizen,,,,952.5,0,190,153,343
2014-09-01,1996-12-22,citizen,,,,10,0,0,0,0
2014-09-01,1990-10-07,citizen,,,,747.5,0,148,120,268
2014-09-01,1993-05-30,citizen,,,,662.5,0,97,107,204
2014-09-01,1995-08-27,citizen,,,,670,0,102,107,209
2014-09-01,1992-10-12,citizen,,,,575,0,45,92,137
2014-09-01,1992-03-29,citizen,,,,547.5,0,28,88,116
2014-09-01,1987-11-26,citizen,,,,412.5,0,0,66,66
2014-09-01,1959-03-27,citizen,,,,730,0,89,77,166
2014-09-01,1993-08-17,citizen,,,,407.5,0,0,65,65
2014-09-01,1995-11-04,citizen,,,,1315,0,263,210,473
2014-09-01,1996-09-28,citizen,,,,1382.5,0,276,222,498
2014-09-01,1996-05-09,permanent_resident,2010-01-01,,,1085,0,217,174,391
2014-09-01,1994-05-03,citizen,,,,637.5,0,82,103,185
2014-09-01,1990-10-06,citizen,,,,1734.55,50,356,286,642
2014-09-01,1993-11-29,permanent_resident,2010-01-01,,,1754.69,50,360,290,650
2014-09-01,1989-10-29,citizen,,,,3178.63,0,635,509,1144
2014-09-01,1996-12-14,citizen,,,,485,0,0,78,78
2014-09-01,1996-01-29,citizen,,,,705,0,123,113,236
2014-09-01,1990-11-13,citizen,,,,820,0,164,131,295
2014-09-01,1994-11-26,citizen,,,,1140,0,228,182,410
2014-09-01,1994-04-06,citizen,,,,707.5,0,124,114,238
2014-09-01,1989-09-12,citizen,,,,515,0,9,82,91
2014-09-01,1991-07-15,citizen,,,,925,0,185,148,333
2014-09-01,1991-08-14,permanent_resident,2010-01-01,,,245,0,0,39,39
2014-09-01,1988-11-16,citizen,,,,2197.06,50,449,360,809
2014-09-01,1956-03-08,citizen,,,,2100,50,279,226,505
2014-09-01,1957-06-28,citizen,,,,2018.18,50,268,218,486
2014-09-01,1993-03-02,citizen,,,,1974.82,50,404,325,729
2014-09-01,1963-08-13,citizen,,,,1824.27,50,346,263,609
2014-09-01,1992-05-29,citizen,,,,1786.01,50,367,294,661
2014-09-01,1955-02-04,citizen,,,,1923.92,50,256,208,464
2014-09-01,1990-01-08,citizen,,,,1817.63,50,373,299,672
2014-09-01,1985-01-02,citizen,,,,2000,50,410,328,738
2014-09-01,1996-03-13,citizen,,,,515,0,9,82,91
2014-09-01,1994-12-20,citizen,,,,675,0,105,108,213
2014-09-01,1995-10-07,citizen,,,,680,0,108,109,217
2014-09-01,1994-01-19,citizen,,,,280,0,0,45,45
2014-09-01,1991-01-25,citizen,,,,345,0,0,55,55
2014-09-01,1995-07-06,citizen,,,,770,0,154,123,277
2014-09-01,1991-02-25,citizen,,,,385,0,0,62,62
2014-09-01,1992-12-12,citizen,,,,507.5,0,4,82,86
2014-09-01,1996-11-20,citizen,,,,330,0,0,53,53
2014-09-01,1996-01-22,citizen,,,,125,0,0,20,20
2014-09-01,1993-11-05,citizen,,,,125,0,0,20,20
2014-09-01,1995-06-15,citizen,,,,617.5,0,70,99,169
2014-09-01,1995-02-06,citizen,,,,285,0,0,46,46
2014-09-01,1991-04-08,citizen,,,,737.5,0,142,119,261
2014-09-01,1994-01-08,citizen,,,,1422.5,0,284,228,512
2014-09-01,1991-08-26,citizen,,,,415,0,0,66,66
2014-09-01,1990-09-17,citizen,,,,1332.5,0,266,214,480
2014-09-01,1991-01-11,citizen,,,,135,10,0,23,23
2014-09-01,1982-01-07,citizen,,,,1631.25,0,326,261,587
2014-09-01,1993-07-15,citizen,,,,1320,0,264,211,475
2014-09-01,1993-10-01,permanent_resident,2010-01-01,,,975,0,195,156,351
2014-09-01,1992-03-26,citizen,,,,1482.5,0,296,238,534
2014-09-01,1996-03-07,citizen,,,,672.5,0,103,108,211
2014-09-01,1996-01-11,citizen,,,,575,0,45,92,137
2014-09-01,1992-11-17,citizen,,,,990,0,198,158,356
2014-09-01,1995-11-05,citizen,,,,927.5,0,185,149,334
2014-09-01,1992-05-13,citizen,,,,1578.75,0,315,253,568
2014-09-01,1977-01-14,citizen,,,,2092.21,0,418,335,753
2014-09-01,1990-02-17,citizen,,,,448,0,0,72,72
2014-09-01,1965-03-30,citizen,,,,1025.5,0,205,164,369
2014-09-01,1960-02-10,citizen,,,,1387.75,0,256,195,451
2014-09-01,1972-01-03,citizen,,,,1216.26,0,243,195,438
2014-09-01,1982-06-04,citizen,,,,997.5,0,199,160,359
2014-09-01,1945-01-14,citizen,,,,1338.75,0,66,88,154
2014-09-01,1950-11-15,citizen,,,,938,0,70,66,136
2014-09-01,1947-10-07,citizen,,,,1588.13,0,79,104,183
2014-09-01,1953-10-22,citizen,,,,2160,0,162,151,313
2014-09-01,1990-08-17,citizen,,,,526.5,0,15,85,100
2014-09-01,1952-09-27,citizen,,,,84,0,0,6,6
2014-09-01,1955-04-24,citizen,,,,56,0,0,6,6
2014-09-01,1951-08-26,citizen,,,,112,0,0,8,8
2014-09-01,1958-04-10,citizen,,,,28,0,0,0,0
2014-09-01,1947-07-19,citizen,,,,906.29,0,45,59,104
2014-09-01,1955-03-08,citizen,,,,766.36,0,99,81,180
2014-09-01,1958-11-29,citizen,,,,586.46,0,33,62,95
2014-09-01,1955-09-21,citizen,,,,563.71,0,24,60,84
2014-09-01,1991-10-13,citizen,,,,848.75,0,169,137,306
2014-09-01,1955-04-24,citizen,,,,1102.5,0,143,116,259
2014-09-01,1988-09-06,citizen,,,,2443.18,0,488,392,880
2014-09-01,1958-11-20,citizen,,,,2467.5,0,320,260,580
2014-09-01,1941-01-22,citizen,,,,967.75,0,48,63,111
2014-09-01,1962-09-06,citizen,,,,6000,0,925,700,1625
2014-09-01,1972-08-10,citizen,,,,1800,0,360,288,648
2014-09-01,1966-05-08,citizen,,,,3636.36,0,727,582,1309
2014-09-01,1954-05-06,citizen,,,,2350,0,176,165,341
2014-09-01,1992-09-03,citizen,,,,2200,0,440,352,792
2014-09-01,1945-11-19,citizen,,,,1659,0,82,109,191
2014-09-01,1971-10-21,citizen,,,,4000,0,800,640,1440
2014-09-01,1984-09-12,citizen,,,,3200,0,640,512,1152
2014-09-01,1992-04-16,citizen,,,,1288.25,76.5,272,219,491
2014-09-01,1977-03-11,citizen,,,,5483,0,1000,800,1800
2014-09-01,1994-12-28,citizen,,,,112.5,0,0,18,18
2014-09-01,1967-12-09,citizen,,,,159.25,0,0,25,25
2014-09-01,1990-04-24,citizen,,,,1035,0,207,166,373
2014-09-01,1989-07-29,citizen,,,,94.5,0,0,15,15
2014-09-01,1971-10-27,citizen,,,,1700,0,340,272,612
2014-09-01,1986-05-02,citizen,,,,2328,0,465,373,838
2014-09-01,1994-09-21,citizen,,,,1073.07,0,214,172,386
2014-09-01,1995-01-02,citizen,,,,654.5,0,92,105,197
2014-09-01,1993-09-30,citizen,,,,933.45,0,186,150,336
2014-09-01,1972-02-21,permanent_resident,2010-01-01,,,5790.27,0,1000,800,1800
2014-09-01,1991-01-18,citizen,,,,796.25,0,159,128,287
2014-09-01,1985-11-11,citizen,,,,1111.25,0,222,178,400
2014-09-01,1981-04-27,citizen,,,,1700,0,340,272,612
2014-09-01,1992-02-06,citizen,,,,1016.73,0,203,163,366
2014-09-01,1985-10-25,citizen,,,,1327.5,0,265,213,478
2014-09-01,1984-02-28,citizen,,,,1071,0,214,172,386
2014-09-01,1962-07-19,citizen,,,,897.12,0,165,127,292
2014-09-01,1978-05-30,citizen,,,,1183,0,236,190,426
2014-09-01,1950-12-11,citizen,,,,1288,0,96,91,187
2014-09-01,1975-09-11,permanent_resident,2010-01-01,,,469,0,0,75,75
2014-09-01,1988-08-25,citizen,,,,2052,0,410,329,739
2014-09-01,1991-02-11,citizen,,,,770,0,154,123,277
2014-09-01,1995-09-09,citizen,,,,255.5,0,0,41,41
2014-09-01,1990-09-29,citizen,,,,2900,0,580,464,1044
2014-09-01,1987-08-16,citizen,,,,1732.5,0,346,278,624
2014-09-01,1969-12-16,citizen,,,,5000,0,1000,800,1800
2014-09-01,1978-06-19,citizen,,,,2400,0,480,384,864
2014-09-01,1959-06-13,citizen,,,,1346.24,0,175,141,316
2014-09-01,1990-11-19,citizen,,,,152.25,0,0,24,24
2014-09-01,1994-12-01,citizen,,,,147,0,0,24,24
2014-09-01,1994-06-06,citizen,,,,94.5,0,0,15,15
2014-09-01,1994-12-03,citizen,,,,20,0,0,0,0
2014-09-01,1990-01-12,citizen,,,,126,0,0,20,20
2014-09-01,1994-11-01,citizen,,,,2200.72,0,440,352,792
2014-09-01,1986-12-01,citizen,,,,3100,0,620,496,1116
2014-09-01,1946-08-18,citizen,,,,1700,0,85,111,196
2014-09-01,1987-09-01,citizen,,,,565.47,0,39,91,130
2014-09-01,1993-05-15,citizen,,,,390.78,0,0,63,63
2014-09-01,1992-12-30,citizen,,,,406,0,0,65,65
2014-09-01,1994-01-28,citizen,,,,531.29,0,18,86,104
2014-09-01,1991-02-16,citizen,,,,217,0,0,35,35
2014-09-01,1994-03-04,citizen,,,,154,0,0,25,25
2014-09-01,1990-07-02,citizen,,,,1584,0,316,254,570
2014-09-01,1956-01-05,citizen,,,,1009.75,0,131,106,237
2014-09-01,1990-04-28,citizen,,,,2200,0,440,352,792
2014-09-01,1990-05-22,citizen,,,,1512,0,302,242,544
2014-09-01,1994-05-12,citizen,,,,455,0,0,73,73
2014-09-01,1993-02-03,citizen,,,,57.75,0,0,9,9
2014-09-01,1986-06-13,citizen,,,,736.75,0,142,118,260
2014-09-01,1973-02-27,citizen,,,,641.25,0,84,103,187
2014-09-01,1990-08-14,citizen,,,,2317,0,463,371,834
2014-09-01,1991-01-17,citizen,,,,997.5,0,199,160,359
